,样本id,A5,A6,A7,A8,A9,A10,A11,A12,A14,A15,A16,A17,A19,A20,A21,A22,A24,A25,A26,A27,A28,B1,B4,B5,B6,B7,B8,B9,B10,B11,B12,B14,A1,A3,A4,b14/a1_a3_a4_a19_b1_b12
336,1683,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,105.0,11.0,106.0,200,1.0,50.0,9.0,12.0,78,13.0,72.0,1.0,310.0,1.0,15.0,72,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.12841091492776885
337,65,6.0,18.0,-1.0,-1.0,7.0,100,8.0,105.0,9.0,106.0,10.0,107.0,300,0.5,50.0,9.0,11.333333333333334,70,11.833333333333334,75.0,1.1666666666666667,350.0,1.0,14.0,70,15.5,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14010507880910683
338,1429,3.5,24.0,-1.0,-1.0,5.0,100,6.0,102.0,7.0,102.0,8.0,103.0,300,1.0,50.0,10.0,12.0,70,12.5,78.0,1.0,300.0,1.5,20.5,60,23.0,40.0,2.0,2.0,-1.0,800.0,400,300,405.0,700,0.14260249554367202
339,1368,14.0,30.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
340,1899,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
341,1708,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,78,21.0,73.0,1.0,320.0,1.0,23.0,80,6.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
342,417,18.0,25.0,-1.0,-1.0,20.0,100,21.0,102.0,22.0,104.0,23.0,106.0,100,0.5,50.0,9.0,0.0,80,0.5,78.0,1.0,280.0,1.0,2.5,65,5.0,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.15473887814313347
343,1326,9.666666666666666,30.0,-1.0,-1.0,11.0,100,12.25,102.0,13.25,105.0,14.25,106.0,200,1.75,50.0,9.0,16.0,80,16.5,73.0,1.25,320.0,0.75,18.0,80,19.5,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
344,1165,22.0,17.0,-1.0,-1.0,23.5,100,0.5,103.0,1.5,104.0,2.5,104.0,200,1.0,50.0,9.0,3.8333333333333335,79,4.833333333333333,70.0,1.0,370.0,1.0,7.0,70,9.5,46.0,1.0,1.0,1.0,1200.0,420,300,405.0,700,0.13228346456692913
345,978,7.0,27.0,-1.0,-1.0,9.5,100,10.5,106.0,11.5,102.0,12.5,102.0,300,0.5,30.0,10.0,13.5,70,14.0,76.0,1.0,280.0,1.0,17.0,60,19.0,45.0,1.6666666666666667,2.333333333333332,-1.0,800.0,418,300,405.0,700,0.15008976660682227
346,206,6.0,30.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
347,329,21.5,21.0,22.0,73.0,0.0,100,1.0,102.0,2.0,103.0,3.0,104.0,300,0.5,50.0,9.0,6.5,70,7.0,75.0,0.5,330.0,1.5,18.0,50,23.0,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14109347442680775
348,809,6.0,27.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
349,487,14.0,34.0,-1.0,-1.0,15.5,100,16.5,102.0,17.5,103.0,18.5,103.0,200,1.5,50.0,9.0,20.0,70,20.5,78.0,1.0,300.0,1.0,5.0,65,8.0,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.1478743068391867
350,1231,22.0,29.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,80,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
351,1727,6.0,28.0,-1.0,-1.0,8.0,101,9.0,102.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,79,13.0,74.0,1.0,320.0,1.0,15.0,78,17.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
352,1211,22.0,29.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,80,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
353,529,11.0,21.0,-1.0,-1.0,12.5,100,13.5,102.0,14.5,104.0,15.5,105.0,300,0.5,50.0,9.0,19.0,70,19.5,78.0,1.0,330.0,1.0,5.0,65,9.5,45.0,1.5,1.5,-1.0,800.0,420,300,405.0,700,0.14814814814814814
354,1916,22.0,29.0,-1.0,-1.0,0.0,102,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,78,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
355,657,14.0,30.0,-1.0,-1.0,16.0,101,17.0,102.0,18.0,104.0,19.0,106.0,200,1.0,50.0,9.0,20.0,78,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
356,898,15.5,38.0,15.666666666666666,80.0,17.0,100,18.0,102.0,19.5,103.0,20.5,103.0,300,0.5,50.0,9.0,1.0,70,1.5,75.0,0.5,370.0,2.0,13.5,52,16.5,30.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.1391304347826087
357,419,9.0,21.0,-1.0,-1.0,11.0,100,12.0,102.0,13.0,104.0,14.0,106.0,100,0.5,50.0,9.0,15.5,80,16.0,78.0,1.0,300.0,1.0,18.0,60,20.0,45.0,1.5,1.0,-1.0,800.0,400,300,405.0,700,0.15355086372360843
358,1795,22.0,29.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,78,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
359,859,3.5,21.0,-1.0,-1.0,5.0,100,6.0,102.0,7.0,103.0,8.0,104.0,300,0.5,40.0,10.0,12.0,70,12.5,78.0,1.0,300.0,1.5,21.5,60,3.0,40.0,1.5,1.5,-1.0,800.0,400,300,-1.0,980,0.14930944382232175
360,1525,11.333333333333334,80.0,-1.0,-1.0,12.5,100,13.5,103.0,14.5,103.0,15.5,104.0,300,0.5,50.0,9.0,17.5,75,18.0,70.0,0.5,350.0,2.0,4.5,65,7.0,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14010507880910683
361,360,18.0,38.0,18.166666666666668,80.0,19.833333333333332,100,20.833333333333332,104.0,21.833333333333332,103.0,22.833333333333332,102.0,300,0.5,50.0,10.0,0.0,70,0.5,75.0,0.5,370.0,2.0,18.5,40,20.5,30.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.1391304347826087
362,1597,1.0,39.0,-1.0,-1.0,2.5,100,3.5,103.0,4.5,102.0,5.5,105.0,200,0.5,40.0,10.0,7.0,70,7.5,77.0,1.0,300.0,1.5,15.5,60,19.0,37.0,1.5,1.5,-1.0,800.0,420,300,405.0,700,0.15526802218114602
363,268,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
364,845,15.0,21.0,-1.0,-1.0,16.0,100,17.5,101.0,18.5,103.0,19.5,105.0,300,0.5,40.0,10.0,22.666666666666668,70,23.0,78.0,1.0,300.0,1.5,8.5,60,11.0,40.0,1.5,1.5,-1.0,800.0,400,300,-1.0,980,0.14930944382232175
365,1377,14.0,30.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
366,880,12.5,21.0,13.0,73.0,15.0,100,16.0,102.0,17.0,103.0,18.0,104.0,300,0.5,50.0,9.0,21.0,70,21.5,75.0,0.5,300.0,1.0,5.5,50,12.0,35.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14260249554367202
367,591,6.5,22.0,-1.0,-1.0,7.5,101,8.5,103.0,9.5,105.0,10.5,107.0,200,1.0,50.0,9.0,11.5,90,12.0,78.0,1.0,330.0,1.0,14.0,65,15.0,45.0,1.0,1.0,-1.0,800.0,400,300,405.0,700,0.14625228519195613
368,726,6.0,29.0,-1.0,-1.0,8.0,103,9.0,104.0,10.0,105.0,11.0,106.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
369,827,6.0,80.0,-1.0,-1.0,8.0,100,9.0,102.0,10.0,103.0,11.0,104.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
370,993,18.0,22.0,-1.0,-1.0,19.0,100,20.0,104.0,21.0,106.0,22.0,107.0,200,0.5,50.0,9.0,23.0,70,23.5,75.0,1.0,300.0,1.0,1.5,68,3.5,47.0,1.3333333333333333,1.4166666666666667,-1.0,800.0,420,300,405.0,700,0.15526802218114602
371,1482,13.5,30.0,13.75,80.0,15.0,100,16.0,103.0,17.0,102.0,18.0,104.0,300,0.5,50.0,9.0,20.0,70,20.5,75.0,0.5,350.0,1.0,7.5,60,10.0,45.0,1.5,1.5,-1.0,800.0,390,300,405.0,700,0.13660245183887915
372,473,1.0,21.0,-1.0,-1.0,2.5,100,3.5,102.0,4.5,104.0,5.5,105.0,200,0.5,50.0,9.0,6.5,70,7.0,78.0,1.0,290.0,1.5,14.5,60,19.0,38.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14842300556586271
373,1624,16.5,21.0,-1.0,-1.0,18.0,100,19.0,102.0,20.0,104.0,21.0,105.0,300,1.0,50.0,9.0,23.0,70,23.5,78.0,1.0,340.0,1.5,7.5,65,10.5,50.0,1.5,1.0,-1.0,800.0,420,300,405.0,700,0.14762741652021089
374,132,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,105.0,11.0,104.0,200,1.0,50.0,9.0,12.0,79,13.0,76.0,1.0,320.0,1.0,15.0,74,17.0,45.0,2.5,2.0,1.0,1200.0,400,300,405.0,700,0.128
375,16,7.0,24.0,-1.0,-1.0,8.0,100,9.0,102.0,10.0,103.0,11.0,104.0,300,0.5,40.0,9.0,16.5,70,17.0,78.0,1.5,310.0,1.5,2.0,65,8.0,40.0,1.5,1.5,-1.0,800.0,420,300,405.0,700,0.1492007104795737
376,440,4.0,21.0,-1.0,-1.0,5.0,100,6.0,102.0,7.0,104.0,8.0,106.0,100,0.5,70.0,9.0,8.5,80,9.0,78.0,1.0,290.0,1.0,11.0,65,13.0,45.0,1.5,1.0,-1.0,800.0,400,300,405.0,700,0.15414258188824662
377,1970,6.0,30.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.0,1.0,1200.0,440,300,405.0,700,0.1408
378,1030,1.0,21.0,-1.0,-1.0,2.5,100,3.5,102.0,4.5,104.0,5.5,105.0,200,0.5,50.0,9.0,7.0,70,7.5,78.0,1.0,300.0,1.0,14.5,65,17.5,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.1478743068391867
379,1882,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
380,477,14.0,21.0,-1.0,-1.0,15.5,100,16.5,102.0,17.5,104.0,18.5,105.0,200,0.5,40.0,9.0,20.0,70,20.5,78.0,1.0,290.0,1.0,5.0,65,7.0,40.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14842300556586271
381,1027,0.0,34.0,-1.0,-1.0,22.5,100,23.5,103.0,0.5,104.0,1.1666666666666667,105.0,200,0.5,50.0,9.0,3.0,70,3.5,75.0,1.0,290.0,1.5,7.0,65,8.0,40.0,1.0,1.5,-1.0,800.0,400,300,405.0,700,0.14842300556586271
382,1745,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,105.0,11.0,107.0,200,1.0,50.0,9.0,12.0,79,13.0,72.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
383,905,12.5,38.0,12.666666666666666,80.0,14.0,100,15.0,103.0,16.0,103.0,17.0,102.0,300,0.5,50.0,9.0,21.0,70,21.0,75.0,0.5,370.0,1.5,6.0,50,10.5,38.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.1391304347826087
384,1272,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
385,729,6.0,27.0,-1.0,-1.0,8.0,100,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
386,854,5.0,24.0,-1.0,-1.0,7.0,100,8.0,102.0,9.0,103.0,10.0,104.0,300,0.5,30.0,9.0,12.5,70,13.0,78.0,1.0,300.0,1.5,21.0,60,23.0,40.0,1.5,1.5,-1.0,800.0,400,300,-1.0,980,0.14930944382232175
387,1555,6.5,21.0,7.0,73.0,8.5,100,9.5,102.0,10.5,103.0,11.5,102.0,300,0.5,50.0,9.0,15.5,75,16.0,70.0,0.5,350.0,2.0,3.5,65,8.0,45.0,1.0,1.5,-1.0,800.0,400,300,405.0,700,0.14010507880910683
388,1580,10.0,21.0,-1.0,-1.0,11.0,100,12.0,104.0,13.0,105.0,14.0,106.0,300,0.5,50.0,9.0,15.0,70,15.5,74.0,1.0,350.0,1.0,17.5,70,19.5,45.0,1.3333333333333333,1.3333333333333333,-1.0,800.0,400,300,405.0,700,0.14010507880910683
389,694,11.0,29.0,-1.0,-1.0,13.0,102,14.0,103.0,15.0,104.0,16.0,105.0,200,1.0,50.0,9.0,17.0,80,18.0,73.0,1.0,320.0,1.0,20.0,80,22.0,45.0,1.0,2.0,1.0,1200.0,400,300,405.0,700,0.128
390,915,14.833333333333334,30.0,15.166666666666666,80.0,16.5,100,17.5,103.0,18.5,103.0,19.5,103.0,300,0.5,50.0,9.0,20.0,70,20.5,75.0,0.5,350.0,2.0,23.0,65,1.0,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14010507880910683
391,1679,22.0,29.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,105.0,3.0,106.0,200,1.0,50.0,9.0,4.0,80,5.0,74.0,1.0,310.0,1.0,7.0,70,9.0,45.0,1.5,1.0,1.0,1200.0,400,300,405.0,700,0.12841091492776885
392,1310,21.0,29.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
393,704,22.0,30.0,-1.0,-1.0,0.0,102,1.0,102.0,2.0,103.0,3.0,105.0,200,1.0,50.0,9.0,4.0,78,5.0,76.0,1.0,320.0,1.0,7.0,70,9.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
394,104,4.0,29.0,-1.0,-1.0,6.0,102,7.0,103.0,8.0,104.0,9.0,105.0,200,1.0,50.0,9.0,10.0,79,11.0,72.0,1.0,320.0,1.0,13.0,80,15.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
395,1425,13.0,23.0,-1.0,-1.0,14.5,100,15.5,104.0,16.5,105.0,17.5,105.0,300,0.5,50.0,9.0,22.5,70,23.0,78.0,1.0,300.0,1.5,7.5,60,10.5,40.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14260249554367202
396,61,10.0,18.0,-1.0,-1.0,11.0,100,12.0,106.0,13.0,106.0,14.0,105.0,300,0.5,50.0,9.0,15.333333333333334,70,15.833333333333334,75.0,1.1666666666666667,350.0,1.0,18.0,70,19.5,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14010507880910683
397,785,6.0,30.0,-1.0,-1.0,8.0,102,9.0,104.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
398,1837,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,78,21.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
399,970,15.666666666666666,21.0,-1.0,-1.0,17.166666666666668,100,18.166666666666668,101.0,19.166666666666668,102.0,20.166666666666668,102.0,300,0.3333333333333333,30.0,10.0,21.0,70,22.5,75.0,1.0,300.0,1.0833333333333333,3.0,60,5.0,40.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14260249554367202
400,1052,16.5,24.0,-1.0,-1.0,18.0,100,19.0,101.0,20.0,103.0,21.0,103.0,300,0.5,50.0,9.0,22.5,70,23.0,78.0,1.0,360.0,1.0,6.0,65,9.0,45.0,3.5,1.5,-1.0,800.0,400,300,405.0,700,0.13961605584642234
401,79,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
402,1952,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
403,392,6.0,22.0,-1.0,-1.0,7.0,100,8.0,104.0,9.0,106.0,10.0,107.0,200,0.5,50.0,10.0,11.0,70,11.5,76.0,1.0,-1.0,1.0,14.0,63,16.0,45.0,1.1666666666666667,1.3333333333333333,-1.0,800.0,420,300,405.0,700,0.17470881863560733
404,166,6.0,29.0,-1.0,-1.0,8.0,102,9.0,102.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,79,13.0,75.0,1.0,1200.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.09987515605493133
405,1443,17.0,21.0,-1.0,-1.0,18.0,100,19.0,102.0,20.0,102.0,21.0,103.0,300,0.5,40.0,9.0,1.0,70,1.5,78.0,1.0,300.0,1.5,12.5,60,16.0,45.0,1.5,1.5,-1.0,800.0,440,300,405.0,700,0.1568627450980392
406,1185,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,78,13.0,75.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
407,986,14.0,20.0,-1.0,-1.0,15.0,100,16.0,103.0,17.0,105.0,18.0,107.0,300,0.5,50.0,9.0,19.0,70,19.5,78.0,1.0,300.0,1.0,21.5,68,23.5,45.0,1.5,1.3333333333333333,-1.0,800.0,420,300,405.0,700,0.1497326203208556
408,1392,14.0,29.0,-1.0,-1.0,16.0,102,17.0,104.0,18.0,105.0,19.0,106.0,200,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
409,1303,14.0,28.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,460,300,405.0,700,0.1472
410,908,15.0,40.0,15.25,80.0,16.5,100,17.5,103.0,18.5,102.0,19.5,102.0,300,0.5,50.0,10.0,1.5,70,2.0,75.0,0.5,370.0,2.0,13.5,45,17.0,28.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.1391304347826087
411,1206,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
412,350,6.0,41.0,6.25,80.0,7.5,100,8.5,103.0,9.5,102.0,10.5,102.0,300,0.5,50.0,9.0,15.5,70,16.0,75.0,0.5,370.0,1.5,1.5,45,8.0,26.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.1391304347826087
413,186,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80,21.0,72.0,1.0,300.0,1.0,23.0,79,1.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.13526570048309178
414,1594,18.0,20.0,-1.0,-1.0,19.0,100,20.0,106.0,21.0,106.0,22.0,107.0,300,0.5,50.0,9.0,23.0,70,23.5,74.0,1.0,350.0,1.0,1.5,69,3.5,45.0,1.3333333333333333,1.3333333333333333,-1.0,900.0,420,300,405.0,700,0.14213197969543148
415,372,15.5,38.0,15.666666666666666,80.0,17.0,100,18.0,103.0,19.0,102.0,20.0,103.0,300,0.5,50.0,10.0,0.5,70,1.0,75.0,0.5,370.0,2.0,13.0,60,15.5,45.0,1.5,2.0,-1.0,800.0,420,300,405.0,700,0.14608695652173914
416,118,22.0,29.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,80,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
417,1570,1.5,38.0,-1.0,-1.0,3.0,100,4.0,101.0,5.0,103.0,6.0,103.0,200,0.5,50.0,10.0,7.5,70,7.5,77.0,1.0,290.0,1.0,14.0,65,17.0,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.14842300556586271
418,1115,9.0,29.0,-1.0,-1.0,11.0,101,12.0,103.0,13.0,104.0,14.0,105.0,200,1.0,50.0,9.0,15.0,80,16.0,73.0,1.0,320.0,1.0,18.0,80,20.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
419,253,6.0,27.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
420,508,1.0,24.0,-1.0,-1.0,2.5,100,3.5,101.0,4.5,101.0,5.5,103.0,300,0.5,50.0,10.0,7.0,70,7.5,78.0,1.0,350.0,1.0,16.5,65,15.0,45.0,1.5,1.5,-1.0,800.0,420,300,405.0,700,0.14711033274956217
421,1308,6.0,28.0,-1.0,-1.0,8.0,103,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
422,396,14.0,24.0,-1.0,-1.0,15.0,100,16.0,105.0,17.0,107.0,18.0,107.0,300,0.5,50.0,9.0,19.0,70,19.5,77.0,1.0,320.0,1.0,22.0,67,0.0,45.0,1.1666666666666667,1.1666666666666667,-1.0,900.0,420,300,405.0,700,0.14358974358974358
423,626,22.0,29.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,80,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,420,300,405.0,700,0.1344
424,696,11.0,30.0,-1.0,-1.0,13.0,101,14.0,103.0,15.0,105.0,16.0,107.0,200,1.0,50.0,9.0,17.0,80,18.0,72.0,1.0,320.0,1.0,20.0,80,22.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
425,1512,20.0,22.0,-1.0,-1.0,21.5,100,22.5,101.0,23.5,104.0,0.5,105.0,300,0.5,60.0,10.0,1.5,70,2.0,75.0,1.0,320.0,1.0,4.5,60,9.0,45.0,1.5,1.5,-1.0,800.0,400,300,405.0,700,0.1415929203539823
426,762,22.0,30.0,-1.0,-1.0,0.0,102,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,80,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,3.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
427,1102,5.5,28.0,-1.0,-1.0,7.0,100,8.0,102.0,9.0,104.0,10.0,104.0,300,0.5,50.0,10.0,14.0,70,14.5,78.0,1.0,340.0,1.5,0.0,65,3.0,45.0,1.5,1.5,-1.0,800.0,440,300,405.0,700,0.1546572934973638
428,264,21.0,30.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
429,1799,6.0,29.0,-1.0,-1.0,8.0,101,9.0,102.0,10.0,103.0,11.0,105.0,200,1.0,50.0,9.0,12.0,78,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
430,847,8.0,21.0,-1.0,-1.0,9.5,100,10.5,102.0,11.5,103.0,12.5,104.0,300,0.5,50.0,9.0,16.666666666666668,90,17.166666666666668,78.0,1.0,300.0,1.0,1.0,60,7.0,40.0,1.5,1.5,-1.0,800.0,400,300,-1.0,980,0.14930944382232175
431,784,21.0,30.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,3.0,-1.0,-1.0,1200.0,440,300,405.0,700,0.1408
432,1692,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80,6.0,45.0,1.5,1.5,1.0,1200.0,400,300,405.0,700,0.128
