,B14_to_A5_intTarget_0.0_mean*yb_cut_mean_intTarget_4.0_mean,B7_intTarget_1.0_mean*B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,B14_to_A5_intTarget_0.0_mean/A15_intTarget_0.0_mean,A25_intTarget_0.0_mean/yb_cut_mean_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean*A5_intTarget_2.0_mean,B11_1_B10_2_intTarget_4.0_mean,A20_1_A16_hnew_A17chengji_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,A5_intTarget_0.0_mean*A27_intTarget_1.0_mean,A24_intTarget_1.0_mean,A25_intTarget_0.0_mean*B7_intTarget_1.0_mean,A25_intTarget_0.0_mean/B5_intTarget_1.0_mean,样本id*A15_intTarget_1.0_mean,A12_intTarget_0.0_mean/A27_intTarget_1.0_mean,A25_intTarget_0.0_mean/B5_intTarget_0.0_mean,样本id_cut_intTarget_3.0_mean/B7_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean/A25_intTarget_0.0_mean,B14_to_A5_intTarget_0.0_mean/A5_intTarget_0.0_mean,A25_intTarget_0.0_mean/A5_intTarget_2.0_mean,样本id_cut_intTarget_1.0_mean/B7_hnew_B5_hnew_B6chengji_intTarget_4.0_mean,A6_intTarget_1.0_mean/A5_intTarget_1.0_mean,B14_to_B7_intTarget_4.0_mean,样本id/B5_intTarget_1.0_mean,样本id*A10_intTarget_1.0_mean,样本id*A5_intTarget_1.0_mean,样本id*b14/a1_a3_a4_a19_b1_b12,b14/a1_a3_a4_a19_b1_b12/A25_intTarget_0.0_mean,wendu_mean,样本id/yb_cut_mean_intTarget_4.0_mean,样本id/B7_hnew_B5_hnew_B6chengji_intTarget_1.0_mean,样本id*B7_intTarget_0.0_mean,样本id/b14/a1_a3_a4_a19_b1_b12,样本id/A5_intTarget_1.0_mean,样本id*B14_to_A5_intTarget_0.0_mean,样本id/B14_to_A5_intTarget_0.0_mean,样本id/样本id_cut_intTarget_4.0_mean,样本id/样本id_cut_intTarget_3.0_mean,样本id/样本id_cut_intTarget_0.0_mean,target
279,0.0,0.059,0.793,0.879,0.067,0.073,0.156,0.478,0.058,0.205,0.034,0.639,160.029,0.595,0.746,0.0,0.818,0.538,0.311,6.005,1.591,0.176,2280.0,185.537,107.838,76.608,0.841,77.0,-1.0,2085.449,54.286,4241.071,3012.857,74.538,4358.824,-1.0,-1.0,3135.0,0.947
280,0.0,0.093,1.593,0.955,0.107,0.049,0.143,1.314,0.092,0.31,0.072,0.533,392.664,0.603,1.394,-1.0,1.695,0.914,0.45,8.118,2.346,0.0,4502.353,387.363,178.0,203.066,0.846,71.444,-1.0,6550.4,0.0,9985.8,11392.0,406.857,4984.0,-1.0,-1.0,8069.333,0.902
281,0.0,0.133,3.905,0.674,0.13,0.049,0.25,0.857,0.043,0.0,0.067,1.012,15.854,0.601,1.012,0.0,1.695,1.571,0.371,-1.0,0.77,0.0,300.0,13.601,18.182,7.005,0.831,75.111,-1.0,150.0,10.0,356.875,137.5,14.286,175.0,-1.0,-1.0,200.0,0.902
282,0.0,0.083,1.732,0.693,0.118,0.073,0.156,1.045,0.038,0.298,0.049,0.527,515.462,0.522,1.114,0.0,1.787,2.023,0.387,2.541,0.97,0.0,6053.838,597.624,552.848,235.008,0.801,76.667,-1.0,6717.341,259.282,14343.75,6097.333,524.571,6426.0,-1.0,-1.0,7956.0,0.913
283,0.026,0.083,1.732,-1.0,0.118,0.073,0.156,1.045,0.038,0.298,0.049,0.527,506.758,0.522,1.114,0.0,1.787,2.023,0.387,10.509,0.97,0.0,5951.622,466.51,543.513,231.04,0.801,76.778,19855.0,6603.922,254.905,14101.562,5994.383,515.714,6317.5,19855.0,-1.0,-1.0,0.936
284,0.019,0.085,1.732,0.799,0.105,0.073,0.156,1.045,0.035,0.309,0.05,0.505,181.085,0.522,1.322,0.97,1.787,2.185,0.433,4.404,0.949,0.0,2039.338,209.95,198.462,82.56,0.801,76.778,9675.0,2359.85,88.649,5039.062,2096.25,184.286,2257.5,9675.0,4837.5,3225.0,0.925
285,0.0,0.083,3.031,0.853,0.206,0.049,0.156,1.829,0.038,0.298,0.049,0.527,202.984,0.527,1.114,0.0,3.128,3.539,0.387,7.225,0.916,0.081,2383.946,186.862,217.706,101.798,0.881,76.667,-1.0,2645.228,102.103,5134.943,2401.074,361.5,1446.0,-1.0,-1.0,3856.0,0.93
286,0.016,0.085,0.924,1.279,0.048,0.073,0.156,0.478,0.035,0.309,0.05,0.505,30.411,0.522,1.322,0.0,0.818,1.0,0.433,5.16,0.978,0.176,350.956,30.195,34.154,14.918,0.841,76.889,888.0,406.114,15.256,825.893,360.75,14.515,848.824,888.0,-1.0,888.0,0.959
287,0.012,0.085,0.793,-1.0,0.048,0.073,0.156,0.478,0.035,0.309,0.045,0.459,506.197,0.655,1.2,0.0,0.901,1.0,0.393,10.509,0.978,0.176,5700.662,586.883,554.769,242.323,0.926,76.778,19833.0,6596.605,247.806,13415.179,5859.75,235.777,13787.647,19833.0,-1.0,-1.0,0.983
288,0.0,0.059,0.793,1.424,0.067,0.073,0.156,0.478,0.066,0.205,0.041,0.759,325.392,0.522,0.886,0.0,0.689,0.538,0.37,3.303,1.544,0.176,4636.0,299.548,219.27,155.77,0.708,76.778,-1.0,4240.413,110.381,8623.512,6126.143,151.562,8862.941,-1.0,-1.0,8692.5,0.956
289,0.0,0.083,3.031,1.199,0.206,0.049,0.156,1.829,0.038,0.298,0.049,0.527,543.818,0.522,1.114,1.416,3.128,3.539,0.387,3.303,1.0,0.081,6386.865,630.5,583.26,272.73,0.881,76.778,-1.0,7086.868,273.546,13757.102,6432.753,968.5,3874.0,-1.0,9685.0,14527.5,0.93
290,0.018,0.015,1.732,1.279,0.114,0.049,0.156,4.286,0.041,0.3,0.036,0.799,165.644,0.583,0.799,0.0,1.787,2.143,0.4,3.75,1.099,0.0,2950.0,160.495,157.333,86.289,0.915,73.667,9440.0,8850.0,65.556,4034.125,2212.5,168.571,2065.0,9440.0,-1.0,4720.0,0.902
291,0.017,0.065,0.793,1.265,0.05,0.049,0.0,0.741,0.045,0.2,0.062,0.482,301.528,0.603,0.674,1.9,0.776,0.85,0.438,2.267,0.953,0.176,3068.571,292.155,330.462,158.552,0.876,75.0,8055.0,6086.0,113.053,7275.071,3490.5,140.446,8212.941,8055.0,5370.0,8055.0,0.935
292,0.033,0.107,0.785,1.349,0.08,0.049,0.156,0.523,0.018,0.25,0.072,0.506,262.352,0.595,0.607,0.875,0.776,1.7,0.274,-1.0,0.812,0.176,2742.0,248.631,140.615,133.523,0.866,70.444,3656.0,3656.0,130.571,6256.548,5941.0,119.523,6989.412,3656.0,7312.0,7312.0,0.923
293,0.0,0.082,1.732,0.674,0.114,0.049,0.0,0.971,0.039,0.205,0.047,1.012,12.634,0.603,0.759,0.0,1.695,2.143,0.422,17.0,1.028,0.0,270.0,12.241,12.0,6.394,0.843,73.556,-1.0,153.0,10.0,316.688,168.75,12.857,157.5,-1.0,-1.0,180.0,0.902
294,0.0,0.075,0.793,0.617,0.046,0.073,0.156,0.478,0.085,0.286,0.052,0.673,462.961,0.305,1.032,0.901,0.689,0.713,0.544,3.811,1.007,0.176,5843.196,426.191,478.112,221.626,0.708,76.667,-1.0,6033.168,281.537,12269.345,5687.367,215.638,12610.0,-1.0,10718.5,5359.25,0.947
295,0.036,0.057,3.031,2.238,0.23,0.049,0.156,1.829,0.052,0.235,0.033,0.612,69.065,0.522,1.005,0.402,3.128,2.618,0.347,5.898,1.41,0.081,941.217,63.58,52.517,34.637,0.881,76.889,3444.0,900.036,43.733,1747.159,1152.316,123.0,492.0,3444.0,3444.0,3444.0,0.93
296,0.036,0.085,3.532,0.746,0.185,0.049,0.156,1.829,0.035,0.309,0.05,0.505,368.493,0.527,1.322,0.0,3.128,3.824,0.433,2.359,0.897,0.081,4252.574,347.621,413.846,189.376,0.881,76.889,18830.0,4920.928,184.858,9552.557,4371.25,672.5,2690.0,18830.0,-1.0,6276.667,0.943
297,0.052,0.021,1.593,0.927,0.122,0.049,0.0,0.971,0.084,0.241,0.012,0.521,83.0,0.718,1.433,1.273,1.695,1.0,0.393,0.0,-1.0,0.0,930.364,81.879,0.0,44.942,0.886,72.556,1655.5,1023.4,21.5,2015.948,-1.0,86.0,1053.5,1655.5,3311.0,1655.5,0.913
298,0.024,0.044,1.732,1.012,0.118,0.049,0.0,1.619,0.034,0.0,0.042,0.927,428.709,0.746,0.927,0.667,1.695,2.023,0.409,0.944,0.0,0.0,8398.5,415.382,459.803,213.94,0.831,80.667,18324.0,8653.0,190.875,10898.962,5071.148,436.286,5344.5,18324.0,18324.0,9162.0,0.879
299,0.008,0.0,0.924,0.727,0.056,0.049,0.156,-1.0,0.044,0.241,0.023,0.327,160.0,0.91,0.545,0.0,1.438,0.458,0.212,-1.0,-1.0,0.176,2102.4,190.094,0.0,102.03,1.922,75.333,9344.0,-1.0,73.0,3342.705,-1.0,76.369,4465.882,9344.0,-1.0,4672.0,0.947
300,0.0,0.085,3.031,0.959,0.185,0.049,0.156,1.829,0.035,0.309,0.05,0.505,221.514,0.522,1.322,1.213,3.128,3.824,0.433,4.128,0.978,0.081,2494.632,203.92,242.769,111.091,0.881,76.889,-1.0,2886.701,108.441,5603.693,2564.25,394.5,1578.0,-1.0,4734.0,4734.0,0.93
301,0.0,0.034,1.593,0.632,0.0,0.049,0.186,2.286,0.147,0.3,0.046,0.955,277.402,0.718,0.717,0.4,1.695,0.571,-1.0,-1.0,1.846,0.0,5700.667,273.657,167.667,149.87,0.884,74.667,-1.0,8048.0,167.667,6752.775,6036.0,287.429,3521.0,-1.0,15090.0,3772.5,0.902
302,0.023,0.057,3.532,0.586,0.23,0.049,0.156,1.829,0.052,0.235,0.033,0.612,73.973,0.527,1.005,0.511,3.128,2.618,0.347,3.002,1.292,0.081,1033.043,69.783,57.64,38.016,0.881,76.889,5940.0,987.844,48.0,1917.614,1264.737,135.0,540.0,2970.0,2970.0,990.0,0.955
303,0.0,0.008,0.429,1.265,0.033,0.049,0.0,1.846,0.034,0.267,0.034,0.506,407.003,0.746,0.809,0.333,0.456,0.538,0.393,4.8,0.737,0.038,4428.0,401.509,421.714,198.346,0.797,75.556,-1.0,35424.0,295.2,10983.74,5166.0,113.538,19188.0,-1.0,22140.0,11070.0,0.879
304,0.016,0.085,0.793,-1.0,0.048,0.073,0.156,0.478,0.035,0.309,0.05,0.505,523.323,0.522,1.322,0.909,0.818,1.0,0.433,7.225,0.949,0.176,5893.529,606.738,573.538,250.522,0.841,76.667,14912.0,6819.784,256.19,13869.048,6058.0,243.754,14254.118,14912.0,14912.0,-1.0,0.971
305,0.052,0.0,1.714,0.927,0.114,0.049,0.156,0.571,0.039,0.0,0.0,0.787,90.13,0.603,0.787,0.182,1.695,2.143,0.422,-1.0,1.028,0.0,1465.333,85.416,83.733,46.092,0.871,72.0,1727.0,628.0,157.0,2139.125,1177.5,89.714,1099.0,1727.0,3454.0,1727.0,0.902
306,0.0,0.114,0.793,1.18,0.049,0.049,0.186,0.382,0.092,0.167,0.056,1.012,305.74,0.603,1.012,1.607,0.776,0.418,0.45,6.786,2.346,0.176,6534.0,296.235,136.125,161.333,0.879,75.0,-1.0,3183.231,145.2,7350.75,8712.0,142.408,8327.647,-1.0,5082.0,7623.0,0.935
307,0.0,0.05,1.732,0.799,0.105,0.049,0.143,1.429,0.031,0.5,0.04,0.879,79.734,0.746,0.879,0.8,1.787,2.185,0.433,-1.0,0.953,0.0,1562.0,77.255,87.385,42.723,0.941,73.111,-1.0,1420.0,23.667,1887.89,923.0,81.143,994.0,-1.0,4260.0,1420.0,0.902
308,0.0,0.083,3.532,1.279,0.206,0.049,0.156,1.829,0.038,0.298,0.049,0.527,379.726,0.527,1.114,0.0,3.128,3.539,0.387,3.096,1.0,0.081,4570.054,358.217,417.346,195.149,0.881,77.222,-1.0,5070.934,195.733,9843.75,4602.889,693.0,2772.0,-1.0,-1.0,11088.0,0.943
309,0.008,0.011,0.729,2.698,0.052,0.049,0.186,3.138,0.047,0.28,0.047,0.731,149.179,0.718,2.192,1.087,0.776,0.828,0.427,6.0,0.928,0.176,2344.333,147.165,170.842,79.866,0.876,74.778,8656.0,12984.0,93.276,3664.631,1713.167,70.746,4137.059,8656.0,2885.333,8656.0,0.923
310,0.071,0.185,1.714,1.349,0.135,0.049,0.125,0.514,0.013,0.188,0.056,0.607,261.778,0.595,1.012,-1.0,1.695,5.429,0.356,-1.0,0.8,0.0,3283.2,248.087,240.0,126.887,0.825,71.333,3648.0,1641.6,0.0,6555.0,3465.6,260.571,3192.0,3648.0,7296.0,7296.0,0.891
311,0.033,0.1,3.0,-1.0,0.188,0.049,0.0,1.545,0.045,0.205,0.052,1.012,268.954,0.595,0.759,-1.0,2.966,2.667,0.45,4.533,0.674,0.081,5622.0,254.887,292.812,143.402,0.908,75.556,14055.0,2896.182,0.0,6122.443,2998.4,468.5,1874.0,14055.0,14055.0,-1.0,0.967
312,0.019,0.067,2.018,0.0,0.1,0.049,0.156,1.429,0.071,0.286,0.0,0.0,111.507,0.368,0.0,-1.0,-1.0,1.558,0.0,-1.0,1.314,0.0,1526.25,132.48,118.006,58.456,-1.0,76.111,6105.0,2035.0,0.0,2833.737,1403.735,116.286,1424.5,6105.0,2035.0,2035.0,0.902
313,0.029,0.0,1.714,1.686,0.118,0.049,1.0,1.0,0.034,0.0,0.0,1.096,436.009,2.102,0.548,0.533,1.695,2.023,0.409,0.7,1.022,0.0,9873.5,413.206,457.394,212.82,0.831,76.0,15190.0,5316.5,569.625,10841.862,5044.58,434.0,5316.5,15190.0,7595.0,15190.0,0.879
314,0.017,0.074,1.732,0.717,0.132,0.049,0.0,1.286,0.045,0.214,0.056,0.556,95.175,0.746,1.855,0.441,1.695,1.496,0.366,2.647,0.986,0.0,1118.7,92.216,72.371,47.496,0.831,72.222,5763.0,1525.5,45.2,2419.613,1587.947,96.857,1186.5,5763.0,5763.0,1440.75,0.879
315,0.0,0.083,1.593,0.438,0.052,0.049,0.238,0.714,0.014,0.368,0.035,0.843,128.774,1.141,0.843,0.0,1.695,3.143,0.927,4.615,0.423,0.0,2335.0,127.036,169.818,69.314,0.88,74.444,-1.0,1167.5,83.022,3146.412,1284.25,133.429,1634.5,-1.0,-1.0,1214.2,0.891
316,0.0,0.0,0.785,0.843,0.056,0.049,0.167,-1.0,0.034,0.333,0.035,0.434,104.481,0.595,0.607,0.75,0.776,0.915,0.393,-1.0,0.491,0.176,936.0,99.017,156.0,53.176,0.866,74.444,-1.0,-1.0,64.711,2491.667,849.333,47.6,2783.529,-1.0,2730.0,1820.0,0.947
317,0.0,0.0,0.729,0.955,0.042,0.049,0.222,-1.0,0.08,0.286,0.061,0.534,392.389,0.603,0.641,0.0,0.776,0.484,0.52,-1.0,1.127,0.176,4506.167,387.091,346.135,212.313,0.885,72.556,-1.0,-1.0,284.6,9537.488,5850.111,186.085,10881.765,-1.0,-1.0,8063.667,0.935
318,0.0,0.085,3.031,1.199,0.185,0.049,0.156,1.829,0.035,0.309,0.05,0.505,229.936,0.522,1.322,0.97,3.128,3.824,0.433,4.404,0.949,0.081,2589.485,211.674,252.0,115.315,0.881,76.778,-1.0,2996.461,112.564,5816.761,2661.75,409.5,1638.0,-1.0,6142.5,6142.5,0.926
319,0.017,0.0,1.593,0.717,0.176,0.049,0.0,-1.0,0.018,0.368,0.012,0.955,88.515,0.746,0.717,0.824,1.695,3.714,0.274,-1.0,1.368,0.0,1819.0,87.32,49.385,45.775,0.846,72.889,5457.0,-1.0,22.929,2251.012,2086.5,91.714,1123.5,5457.0,5457.0,1364.25,0.902
320,0.014,0.075,0.429,0.899,0.035,0.049,0.0,0.238,0.045,0.3,0.039,0.556,427.133,0.746,1.855,0.271,0.456,0.403,0.366,5.312,1.222,0.038,5111.7,421.366,330.685,208.884,0.8,75.667,8261.333,4787.818,357.462,11486.74,7255.842,119.154,20137.0,8261.333,24784.0,8261.333,0.871
321,0.024,0.089,1.593,0.783,0.2,0.049,0.25,0.98,0.03,0.455,0.04,0.413,423.548,0.583,0.496,0.59,2.19,2.857,0.186,2.0,1.667,0.0,4864.0,417.83,153.6,215.201,1.074,73.778,18432.0,5266.286,216.916,10963.2,15360.0,438.857,5376.0,18432.0,18432.0,9216.0,0.902
322,0.026,0.093,0.787,0.899,0.049,0.049,0.125,0.413,0.044,0.205,0.046,0.885,425.754,0.746,0.885,0.375,0.838,0.77,0.483,5.938,0.431,0.021,8106.0,420.006,447.669,210.178,0.807,75.444,8234.667,4513.231,257.333,11342.462,5325.224,218.112,10929.895,8234.667,24704.0,8234.667,0.89
323,0.0,0.205,1.732,1.349,0.095,0.049,0.0,0.429,0.0,1.0,0.052,1.096,19.933,0.601,2.192,-1.0,1.695,-1.0,0.506,-1.0,1.0,0.0,461.5,19.314,27.048,9.947,0.831,74.556,-1.0,106.5,0.0,506.762,186.375,20.286,248.5,-1.0,568.0,568.0,0.902
324,0.0,0.085,3.031,1.039,0.185,0.049,0.156,1.829,0.035,0.309,0.05,0.505,382.385,0.522,1.322,0.0,3.128,3.824,0.433,7.622,0.949,0.081,4306.324,352.014,419.077,191.77,0.881,76.778,-1.0,4983.126,187.194,9673.295,4426.5,681.0,2724.0,-1.0,-1.0,8853.0,0.93
325,0.0,0.085,3.031,1.039,0.185,0.049,0.156,1.829,0.035,0.309,0.05,0.505,384.912,0.522,1.322,0.0,3.128,3.824,0.433,7.622,0.949,0.081,4334.779,354.341,421.846,193.037,0.881,76.778,-1.0,5016.054,188.431,9737.216,4455.75,685.5,2742.0,-1.0,-1.0,8911.5,0.93
326,0.0,0.18,1.593,-1.0,0.087,0.049,0.186,0.883,0.064,0.167,0.094,0.653,138.15,0.718,0.523,0.0,1.695,1.314,0.554,4.636,0.865,0.0,1941.375,136.284,174.261,70.439,0.834,75.222,-1.0,1548.545,55.667,3563.362,1440.375,143.143,1753.5,-1.0,-1.0,-1.0,0.902
327,0.0,0.056,0.785,0.562,0.054,0.049,0.156,0.588,0.042,0.267,0.042,0.45,3.157,0.603,0.45,0.8,0.776,0.926,0.409,3.6,0.93,0.176,29.333,2.992,3.312,1.641,0.885,71.556,-1.0,49.5,1.375,73.726,36.531,1.438,84.118,-1.0,110.0,36.667,0.923
328,0.009,0.085,0.793,2.238,0.048,0.073,0.156,0.478,0.035,0.309,0.05,0.505,192.596,0.522,1.322,1.039,0.818,1.0,0.433,3.539,0.949,0.176,2168.971,177.3,211.077,92.198,0.841,76.778,9604.0,2509.856,94.284,5104.167,2229.5,89.708,5245.882,9604.0,4802.0,9604.0,0.971
329,0.061,0.07,1.732,0.677,0.105,0.073,0.156,1.286,0.035,0.309,0.045,0.459,328.761,0.522,1.2,0.0,1.968,2.185,0.393,1.286,0.949,0.0,3702.426,381.164,360.308,149.888,0.882,76.111,5464.667,5269.5,160.943,9148.438,3805.75,334.571,4098.5,5464.667,-1.0,5464.667,0.925
330,0.0,0.01,0.729,-1.0,0.082,0.049,0.186,3.138,0.037,0.125,0.042,0.393,139.528,0.718,-1.0,0.0,0.776,1.046,0.27,6.545,2.346,0.176,1180.667,137.645,63.25,74.963,0.879,74.778,-1.0,12144.0,63.25,3415.5,4048.0,66.169,3869.412,-1.0,-1.0,-1.0,0.947
331,0.0,0.133,1.732,0.534,0.0,0.049,0.167,0.714,0.0,0.333,0.056,0.645,440.22,0.595,1.06,0.474,1.695,-1.0,-1.0,1.579,0.222,0.0,5999.304,426.535,1568.0,219.685,0.831,72.222,-1.0,3920.0,174.222,11191.6,1568.0,448.0,5488.0,-1.0,29792.0,4965.333,0.902
332,0.016,0.0,1.304,0.787,0.068,0.049,0.186,-1.0,0.074,0.2,0.037,0.562,300.815,0.718,1.686,1.286,1.289,0.87,0.54,-1.0,0.877,0.079,3493.333,285.082,327.5,168.075,0.951,72.222,14672.0,-1.0,116.444,6534.588,3353.6,227.826,4820.8,14672.0,7336.0,4890.667,0.92
333,0.035,0.075,0.793,2.398,0.046,0.073,0.156,0.478,0.05,0.286,0.044,0.566,23.583,0.522,0.869,0.781,0.818,0.713,0.458,5.505,1.007,0.176,297.652,27.342,24.355,11.29,0.841,76.667,315.0,307.329,14.341,625.0,289.714,10.985,642.353,315.0,630.0,1260.0,0.918
334,0.0,0.091,1.732,1.199,0.113,0.073,0.156,1.045,0.043,0.28,0.053,1.039,322.304,0.522,2.078,0.0,1.787,1.81,0.405,3.303,0.925,0.0,7462.0,373.678,362.526,146.944,0.801,76.667,-1.0,4200.168,153.067,8968.75,3635.333,328.0,4018.0,-1.0,-1.0,8610.0,0.902
335,0.034,0.153,1.732,0.0,0.118,0.073,0.156,0.571,0.034,0.298,0.0,0.0,495.809,0.595,0.0,0.833,-1.0,2.023,0.0,-1.0,0.939,0.0,5823.027,456.43,531.77,226.048,-1.0,75.778,15011.0,3532.0,249.397,13796.875,5864.864,504.571,6181.0,15011.0,15011.0,10007.333,0.936
336,0.018,0.153,2.018,2.323,0.118,0.073,0.156,0.571,0.066,0.298,0.044,0.479,461.096,0.305,1.012,0.443,1.968,2.023,0.352,-1.0,0.97,0.0,5549.351,434.978,506.777,216.116,0.885,76.0,26928.0,3366.0,237.676,13106.363,5589.222,480.857,5890.5,26928.0,26928.0,26928.0,0.902
337,0.0,0.222,3.905,1.349,0.118,0.049,0.25,0.429,0.034,1.0,0.056,0.674,20.61,0.495,1.124,0.5,1.695,2.023,0.409,-1.0,1.265,0.0,260.0,17.682,19.572,9.107,0.831,75.111,-1.0,97.5,16.25,463.938,215.864,18.571,227.5,-1.0,520.0,520.0,0.902
338,0.0,0.086,1.714,0.955,0.11,0.049,0.143,1.286,0.045,0.298,0.066,0.59,410.176,0.603,1.18,0.0,1.695,1.857,0.438,6.353,0.891,0.0,5001.5,388.723,439.692,203.779,0.846,73.222,-1.0,6430.5,158.778,10020.862,4644.25,408.286,5001.5,-1.0,-1.0,8097.667,0.879
339,0.0,0.085,3.031,1.039,0.185,0.049,0.156,1.829,0.035,0.309,0.05,0.505,384.069,0.522,1.322,0.0,3.128,3.824,0.433,7.622,0.978,0.081,4325.294,353.565,420.923,192.614,0.881,76.889,-1.0,5005.078,188.019,9715.909,4446.0,684.0,2736.0,-1.0,-1.0,8892.0,0.93
340,0.02,0.083,1.732,0.559,0.118,0.073,0.156,1.045,0.038,0.298,0.049,0.527,533.149,0.522,1.114,0.0,1.787,2.023,0.387,7.077,0.97,0.0,6261.568,490.804,571.818,243.072,0.801,76.778,26586.0,6947.838,268.179,14835.938,6306.556,542.571,6646.5,26586.0,-1.0,6646.5,0.891
341,0.022,0.076,1.732,0.629,0.105,0.073,0.156,0.667,0.035,0.309,0.026,0.459,479.525,0.522,1.2,1.308,1.968,2.185,0.393,1.615,0.949,0.0,5400.294,441.44,525.538,218.624,0.882,76.778,22204.0,3985.333,200.941,13343.75,5551.0,488.0,5978.0,22204.0,11102.0,7401.333,0.947
342,0.019,0.123,1.732,0.799,0.093,0.049,0.156,0.835,0.08,0.241,0.058,0.575,117.074,0.603,0.959,0.625,1.787,1.057,0.493,1.267,0.685,0.0,1501.2,113.434,101.432,64.526,0.968,75.0,6255.0,1218.923,133.44,2694.862,1714.333,119.143,1459.5,6255.0,2085.0,2085.0,0.902
343,0.062,0.082,3.532,0.639,0.0,0.049,0.156,1.7,0.271,0.25,0.044,0.639,363.288,0.655,0.799,0.562,3.128,0.5,-1.0,0.0,-1.0,0.081,5304.0,360.705,0.0,186.701,0.881,76.778,10608.0,4508.4,294.667,9417.614,-1.0,663.0,2652.0,10608.0,10608.0,5304.0,0.93
344,0.028,0.1,0.793,0.886,0.046,0.0,0.0,0.262,0.056,0.0,0.038,0.673,327.077,0.465,1.032,-1.0,0.689,0.713,0.544,-1.0,0.0,0.176,4128.152,316.909,337.781,154.11,0.697,73.778,5436.667,2330.0,0.0,8806.845,4018.061,152.346,8908.824,5436.667,-1.0,5436.667,0.935
345,0.0,0.08,2.0,0.787,0.158,0.049,1.0,1.133,0.016,0.125,0.046,0.556,280.722,1.688,1.855,1.286,1.977,6.333,0.356,12.143,1.048,0.0,3227.4,266.04,257.368,146.788,0.89,72.0,-1.0,3325.2,163.0,6516.1,3716.4,326.0,2934.0,-1.0,4564.0,4564.0,0.924
346,0.013,0.083,1.732,0.586,0.118,0.073,0.156,1.045,0.038,0.298,0.049,0.527,57.835,0.522,1.114,1.931,1.787,2.023,0.387,3.002,1.0,0.0,679.243,67.054,62.03,26.368,0.801,76.778,4532.0,753.689,29.092,1609.375,684.123,58.857,721.0,-1.0,755.333,755.333,0.913
347,0.017,0.156,1.593,0.717,0.107,0.049,0.222,0.714,0.045,0.3,0.066,0.674,90.721,0.746,0.843,0.529,1.695,1.524,0.45,-1.0,0.938,0.0,1316.0,89.496,102.812,46.42,0.837,72.222,5593.0,822.5,36.556,2331.787,1052.8,94.0,1151.5,5593.0,5593.0,1398.25,0.902
348,0.0,0.083,3.031,1.199,0.206,0.049,0.156,1.829,0.038,0.298,0.049,0.527,227.129,0.522,1.114,0.944,3.128,3.539,0.387,4.404,0.916,0.081,2667.514,209.089,243.602,113.907,0.881,76.556,-1.0,2959.874,114.248,5745.739,2686.679,404.5,1618.0,-1.0,6067.5,6067.5,0.943
349,0.019,0.092,1.593,2.529,0.105,0.049,0.0,0.643,0.039,0.309,0.035,0.534,134.289,0.603,0.641,0.75,1.695,2.185,0.457,3.75,0.5,0.0,1542.167,132.476,149.846,72.015,0.877,75.556,7305.0,1095.75,86.578,3293.337,1582.75,139.143,1704.5,7305.0,3652.5,7305.0,0.891
350,0.0,0.075,0.793,-1.0,0.046,0.073,0.156,0.478,0.05,0.286,0.044,0.566,345.606,0.522,0.869,1.464,0.818,0.713,0.458,4.128,1.007,0.176,4362.022,400.695,356.917,165.446,0.841,76.667,-1.0,4503.838,210.171,9159.226,4245.694,160.977,9413.529,-1.0,4924.0,-1.0,0.971
351,0.028,0.086,0.793,1.329,0.054,0.073,0.156,0.464,0.049,0.298,0.058,0.626,484.86,0.513,1.324,1.517,0.689,0.926,0.46,0.464,0.939,0.176,5694.432,562.144,520.026,232.109,0.708,76.333,8059.333,6123.0,243.889,12849.702,5735.346,225.838,13206.471,8059.333,8059.333,12089.0,0.971
352,0.008,0.075,0.793,0.639,0.046,0.073,0.156,0.478,0.05,0.286,0.044,0.566,339.991,0.522,0.869,0.366,0.818,0.713,0.458,5.16,1.007,0.176,4291.152,394.185,351.118,162.758,0.841,76.667,19376.0,4430.665,206.756,9010.417,4176.714,158.362,9260.588,19376.0,19376.0,4844.0,0.983
353,0.012,0.058,0.793,0.927,0.059,0.049,0.0,0.448,0.054,0.227,0.034,0.534,148.518,0.603,0.641,-1.0,0.776,0.719,0.371,2.182,0.921,0.176,1675.167,143.901,168.318,78.37,0.879,74.444,5819.0,1813.714,0.0,3570.75,1662.571,69.177,4045.294,5819.0,-1.0,2909.5,0.918
354,0.024,0.075,0.793,0.798,0.046,0.073,0.156,0.478,0.05,0.286,0.04,0.514,537.922,0.522,0.789,0.532,0.901,0.713,0.416,9.007,1.007,0.176,6789.304,495.198,555.527,257.51,0.926,76.778,10538.0,7010.036,327.122,14255.952,6608.245,250.554,14651.765,10538.0,21076.0,10538.0,0.935
355,0.019,0.085,1.732,0.726,0.105,0.073,0.156,1.045,0.035,0.309,0.045,0.459,184.454,0.655,1.2,0.97,1.968,2.185,0.393,4.404,0.978,0.0,2077.279,213.856,202.154,84.096,0.882,76.778,9855.0,2403.754,90.299,5132.812,2135.25,187.714,2299.5,9855.0,4927.5,3285.0,0.936
